Date,Title,Description,Banner,Article Link,Author,Content
23 May 2023,Family calls for return of Ethiopian prince's body from UK,Prince Alemayehu was taken to Britain aged seven in 1868 and died an orphan there 11 years later.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65688253,Unknown,No content found
22 May 2023,UK rejects calls to return Ethiopian prince's body,"Exhuming Prince Alemayehu's body would disrupt the remains of others, Buckingham Palace says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65588663,22 May 2023ShareSaveAdd as preferred on GoogleJibat Tamirat & Cecilia MacaulayBBC News,Buckingham Palace has declined a request to return the remains of an Ethiopian prince who came to be buried at Windsor Castle in the 19th Century. Pri...
4 May 2023,'I'm not even sure if my family is alive or not',A woman living in Walsall after fleeing civil war in Ethiopia describes the horror of the conflict.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-birmingham-65346337,"4 May 2023ShareSaveAdd as preferred on GoogleDavid LumbCorrespondent, BBC Midlands Today",A woman trying to start a new life in the West Midlands after fleeing civil war in Ethiopia has described the horror of the conflict and the fear of n...
26 Apr 2023,Ethiopia media guide,"An overview of the media in Ethiopia, including links to broadcasters and newspapers.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-13349401,Unknown,This page is no longer being updated. It was last updated on 26 April 2023 Imprisoned journalists were freed and previously banned media were allowed ...
20 Apr 2023,Why Sudan's descent into violence matters,Fighting in the north-east African nation is ringing alarm bells around the world. Why does it matter so much?,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65338247,20 April 2023ShareSaveAdd as preferred on GoogleAndrew HardingBBC Africa Correspondent,"If you want to know why Sudan matters to so many other countries, just take a look at a map. There's a reason why the fighting that has erupted there ..."
10 Apr 2023,Big protests over Ethiopia move to dissolve forces,Tens of thousands of people demonstrate in Amhara against the decision to scrap regional forces.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65194146,"10 April 2023ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa",Huge protests have taken place in Ethiopia's Amhara region for the fifth consecutive day against government moves to dissolve a paramilitary force. De...
2 Apr 2023,The barefoot nun who became a nation's 'piano queen',"The extraordinary life of Ethiopian Emahoy Tsegué-Maryam Guèbrou, whose unique work captured a nation.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65100892,"2 April 2023ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa","Emahoy Tsegué-Maryam Guèbrou, the composer and piano-playing nun who died this week at the age of 99, had an extraordinary life, which included being ..."
13 Mar 2023,Teachers' racist WhatsApp chat caught by pupils,The education minister apologises after Ethiopian Israeli girls film teachers mocking them on a trip.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-middle-east-64919768,13 March 2023ShareSaveAdd as preferred on GoogleRaffi BergBBC News,Israel's education minister has apologised to Ethiopian Israeli schoolgirls whose teachers mocked them in a WhatsApp group on a school trip. The girls...
8 Mar 2023,What a bird's eye view of Africa reveals,Pictures taken from above the continent show how the landscape is transformed by human activity.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-64862607,8 March 2023ShareSaveAdd as preferred on Google,"For the past 40 years, Edward Burtynsky has photographed the impact of human industry on the planet and for his latest collection, African Studies, he..."
7 Mar 2023,Malnutrition in pregnancy surges in poor countries,"Crises including war and Covid have made it hard to get adequate food supplies, the UN says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-64870841,7 March 2023ShareSaveAdd as preferred on GoogleEmily McGarveyBBC News,"The number of pregnant women and girls who are suffering from malnutrition has soared by 25% in the last two years, the UN children's agency Unicef sa..."
5 Mar 2023,Scottish aid package for drought in East Africa,"The Scottish government has given £500,000 to Christian Aid, Mercy Corps, Sciaf and Tearfund.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-scotland-64853945,5 March 2023ShareSaveAdd as preferred on Google,"The Scottish government has announced a £500,000 aid package to help countries struggling with drought in east Africa. Four charities - Christian Aid,..."
15 Feb 2023,The fighting is over. The rapes continue,A 2022 peace deal halted Ethiopia's two-year civil war. Women say it did not stop the violence.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-64635898,"15 February 2023ShareSaveAdd as preferred on GoogleCatherine ByaruhangaAfrica correspondent, BBC News","Ethiopia's government signed a peace deal with forces from the northern Tigray region last November, in a bid to end a brutal two-year civil war. But ..."
11 Feb 2023,'I saw my father's dead body on Facebook',It took a university student in Ethiopia four years to get a horrific online photo removed.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-64518964,"11 February 2023ShareSaveAdd as preferred on GoogleRob WilsonThe Comb podcast, BBC World Service","When Ethiopian university student Moti Dereje logged into his Facebook account in late November 2018, he was expecting to see the usual updates from h..."
10 Feb 2023,Ethiopia in social media crackdown over church row,A fallout between the Orthodox Church and a splinter group of clerics is inflaming tensions.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-64597375,10 February 2023ShareSaveAdd as preferred on GoogleLucy FlemingBBC News,Ethiopia has restricted social media and messaging platforms ahead of rival planned rallies following a split in the popular Orthodox Church. The row ...
11 Jan 2023,Tigrayan forces hand over weapons in peace move,The African Union says efforts to end conflict in northern Ethiopia have moved in the right direction.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-64229074,"11 January 2023ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa",Tigrayan forces in northern Ethiopia have started handing over heavy weapons in line with a peace deal to end a brutal civil war. The African Union (A...
2 Jan 2023,"'Even when they get help, it’s too late for them'",Members of Bristol's Somali community say those fleeing trauma need more mental health support,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-bristol-63986115,2 January 2023ShareSaveAdd as preferred on GoogleOsob Elmi & Pete SimsonBBC News ,"Much of the recent coverage and debate about immigration concerns those who travel to the UK via the Channel, and especially how much it costs to keep..."
28 Dec 2022,Families reunite in Ethiopia after war separation,"Passenger flights resume between Addis Ababa and war-devastated Tigray, following a peace deal.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-64110846,28 December 2022ShareSaveAdd as preferred on Google,Families wept and kissed the tarmac at the main airport in Ethiopia's northern Tigray region as they reunited after being kept apart by war for more t...
27 Dec 2022,Rising costs leave asylum seekers without basics,One charity is calling for asylum seekers to be able to work as the cost of living crisis hits them.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-wales-64068912,"27 December 2022ShareSaveAdd as preferred on GoogleHuw ThomasBusiness correspondent, BBC Wales","Rising prices have driven some asylum seekers to destitution, a charity has warned. The Welsh Refugee Council (WRC) has called for asylum seekers to b..."
27 Dec 2022,Call for asylum seekers to be allowed to work,The Welsh Refugee Council says a lot of their clients would love to be able to work and contribute.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-wales-64077318,Unknown,No content found
20 Dec 2022,The boy named Wealthy who weighs half what he should,"Ethiopia's civil war has left tens of thousands, including large numbers of children, malnourished.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63994851,20 December 2022ShareSaveAdd as preferred on GoogleSofia BettizaBBC World Service,"Little Haftom is nearly five years old. His name means ""wealthy"" in the Tigriyna language but he weighs just half what he should. As the doctor pulls ..."
18 Dec 2022,Rebellion crackles in Ethiopian PM's backyard,"As rebels step up attacks, the government has responded with air strikes in the Oromia region.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63710783,"18 December 2022ShareSaveAdd as preferred on GoogleAmeyu EtanaBBC Afaan Oromoo, Nairobi","In the latest sign of the deep crisis that has engulfed Ethiopia, conflict in the vast Oromia region - the heartland of Prime Minister Abiy Ahmed - is..."
14 Dec 2022,Eritrean troops murdered my uncle - WHO head,"Tedros Adhanom Ghebreyesus, who leads the UN public health body, says more than 50 others were killed.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63976632,14 December 2022ShareSaveAdd as preferred on Google,The head of the UN's public health body has accused Eritrean troops of killing his uncle in Ethiopia's war-torn Tigray region. Dr Tedros Adhanom Ghebr...
14 Dec 2022,Son sues Meta over father's killing in Ethiopia,Abrham Meareg and others are suing Meta for $2bn over claims its algorithm spread hate in Ethiopia.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/technology-63938628,14 December 2022ShareSaveAdd as preferred on GoogleChris VallanceTechnology reporter,"Facebook's algorithm helped fuel the viral spread of hate and violence during Ethiopia's civil war, a legal case alleges. Abrham Meareg, the son of an..."
11 Dec 2022,Bodies of 27 people dumped by roadside in Zambia,Residents alerted police after spotting the bodies of the men in Ngwerere near the capital Lusaka.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63935257,"11 December 2022ShareSaveAdd as preferred on GoogleKennedy GondweBBC News, Lusaka","The bodies of 27 people, believed to be migrants from Ethiopia, have been ""dumped"" by the roadside in Ngwerere area north of Zambia's capital Lusaka. ..."
24 Nov 2022,TPLF ready to leave past behind to resolve Ethiopia war,The TPLF spokesman says his group is ready to address political problems in a “peaceful” manner.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63741559,Unknown,No content found
22 Nov 2022,Inside the seaside town at centre of asylum debate,The BBC speaks to asylum seekers and residents in the seaside resort embroiled in the migrant row.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-lincolnshire-63663980,22 November 2022ShareSaveAdd as preferred on GoogleKevin ShoesmithBBC News,"Skegness normally offers a warm welcome to outsiders, with hundreds of thousands of tourists flocking to the Lincolnshire coast for a taste of the gre..."
